price_jod,city,district,neighborhood,property_type,area,bedrooms,bathrooms,floor,building_age,furnished,latitude,longitude,condition_score
219387.12,Amman,Al Rabieh,Rabieh Main,apartment,197.1,5,1,6,4,no,31.9734,35.870246,0.681
131996.29,Amman,Shmeisani,Business District,apartment,140.8,3,1,0,12,yes,31.96964,35.896326,0.862
163175.96,Amman,Sweifieh,Shopping District,house,192.4,2,2,1,23,yes,31.960243,35.860664,0.711
212230.17,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,242.2,3,3,0,14,yes,31.923741,35.854824,0.556
83245.56,Amman,Shmeisani,Park Side,apartment,97.3,3,2,3,21,yes,31.954086,35.891106,0.597
128270.43,Amman,Marj Al Hamam,Old Marj,apartment,151.1,5,3,0,10,yes,31.901962,35.840937,0.673
210516.01,Amman,Dabouq,Western Dabouq,apartment,174.8,4,2,0,9,no,31.969574,35.841786,0.686
65353.98,Amman,Shmeisani,Residential Shmeisani,apartment,93.3,4,2,1,17,no,31.983094,35.88683,0.611
101924.49,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,142.4,4,1,0,11,no,32.007947,35.862116,0.357
97078.78,Amman,Dabouq,Royal Area,house,92.7,4,2,4,16,no,31.984176,35.822525,0.412
262911.69,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,243.4,4,4,2,10,yes,31.932915,35.856277,0.715
193777.79,Amman,Al Rabieh,Northern Rabieh,house,164.6,2,1,3,8,no,31.979326,35.867031,0.789
116043.26,Amman,Abdoun,North Abdoun,apartment,118.5,2,2,2,21,no,31.958769,35.892965,0.372
204324.27,Amman,Marj Al Hamam,Airport Road Side,apartment,296.2,4,3,0,1,yes,31.882513,35.832508,0.685
251727.24,Amman,Sweifieh,7th Circle Side,apartment,206.9,3,2,1,0,yes,31.96635,35.85564,0.842
132970.48,Amman,Khalda,Khalda Main,house,137.4,3,3,4,18,no,31.995197,35.83487,0.713
159715.35,Amman,Jubeiha,Northern Jubeiha,house,191.5,1,3,2,3,no,32.018521,35.869498,0.422
88636.87,Amman,Tla Al Ali,Tla Al Ali Main,house,98.2,2,2,1,9,yes,32.009191,35.875043,0.678
168423.9,Amman,Sweifieh,7th Circle Side,apartment,170.2,2,3,4,2,yes,31.960582,35.858264,0.458
157495.25,Amman,Marj Al Hamam,New Marj,apartment,184.6,4,2,0,0,yes,31.884438,35.828896,0.626
179810.93,Amman,Shmeisani,Business District,house,139.1,2,4,6,4,yes,31.972101,35.894226,0.645
109010.34,Amman,Marj Al Hamam,Old Marj,apartment,158.9,3,3,5,16,no,31.883489,35.824783,0.717
198343.11,Amman,Khalda,Medical City Side,house,166.3,4,4,0,17,yes,32.001547,35.839911,0.561
100060.29,Amman,Jubeiha,University Area,apartment,160.9,2,3,3,17,no,32.031125,35.86882,0.701
138218.52,Amman,Khalda,University Street,house,127.8,3,2,3,9,no,31.988828,35.837574,0.51
170899.98,Amman,Shmeisani,Business District,apartment,216.1,3,1,2,24,no,31.973655,35.899539,0.8
105481.17,Amman,Al Rabieh,Garden Side,apartment,103.1,3,2,4,10,no,31.978752,35.880704,0.756
210786.45,Amman,Shmeisani,Park Side,house,186.3,4,3,3,15,no,31.973395,35.887692,0.933
130780.67,Amman,Khalda,Medical City Side,house,153.3,1,3,3,17,no,31.98446,35.841381,0.485
213577.35,Amman,Al Rabieh,Rabieh Main,house,159.2,3,1,2,7,no,31.984955,35.869154,0.813
153165.83,Amman,Tla Al Ali,Residential Tla Al Ali,house,142.9,4,2,7,10,no,32.004821,35.865876,0.641
241268.33,Amman,Abdoun,Embassy Area,apartment,193.1,3,4,5,6,yes,31.946795,35.890693,0.372
221443.49,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,216.2,2,2,0,0,yes,31.935566,35.8669,0.507
62605.69,Amman,Shmeisani,Park Side,apartment,118.6,1,2,1,21,no,31.9686,35.888312,0.694
64400.13,Amman,Tla Al Ali,Market Side,apartment,93.4,2,2,0,12,yes,32.00259,35.878046,0.713
115819.64,Amman,Marj Al Hamam,Old Marj,house,157.6,3,2,1,9,yes,31.891657,35.819109,0.579
89588.76,Amman,Marj Al Hamam,New Marj,apartment,142.0,3,2,2,5,no,31.888425,35.838868,0.582
148667.46,Amman,Khalda,University Street,house,138.3,2,2,3,8,yes,31.993016,35.835161,0.537
257689.75,Amman,Sweifieh,Shopping District,house,247.5,2,3,3,14,no,31.958438,35.857821,0.745
82502.56,Amman,Jubeiha,University Area,house,120.6,3,1,1,17,no,32.020049,35.879888,0.638
114600.03,Amman,Marj Al Hamam,Old Marj,house,164.3,3,1,0,15,yes,31.907326,35.835004,0.658
283930.01,Amman,Abdoun,North Abdoun,house,192.8,3,3,1,2,yes,31.944487,35.881918,0.477
180181.9,Amman,Sweifieh,7th Circle Side,apartment,193.6,5,1,6,6,no,31.945421,35.861768,0.683
161876.69,Amman,Tla Al Ali,Market Side,house,169.1,3,2,1,13,yes,32.00433,35.869203,0.69
121535.36,Amman,Marj Al Hamam,New Marj,apartment,178.8,3,2,4,6,yes,31.896333,35.836526,0.398
286217.04,Amman,Abdoun,South Abdoun,house,169.3,3,3,2,6,no,31.945986,35.894026,0.819
167013.89,Amman,Khalda,Khalda Main,apartment,180.5,2,2,2,6,yes,32.000384,35.83699,0.646
132077.71,Amman,Shmeisani,Residential Shmeisani,apartment,144.2,4,2,0,0,no,31.964475,35.897481,0.685
65595.9,Amman,Marj Al Hamam,Airport Road Side,apartment,130.7,2,3,4,11,no,31.88918,35.82984,0.425
147540.01,Amman,Shmeisani,Business District,apartment,144.1,5,2,0,5,yes,31.984782,35.90446,0.506
112810.89,Amman,Tla Al Ali,Tla Al Ali Main,house,139.6,4,1,5,15,no,32.013774,35.861369,0.593
231517.49,Amman,Sweifieh,Residential Sweifieh,house,199.0,3,3,7,4,no,31.967987,35.862781,0.594
78291.96,Amman,Marj Al Hamam,Old Marj,house,112.0,2,2,3,10,yes,31.888514,35.827704,0.67
178336.07,Amman,Al Rabieh,Northern Rabieh,apartment,161.5,4,1,4,5,no,31.983411,35.873933,0.764
229139.57,Amman,Al Rabieh,Northern Rabieh,apartment,214.8,3,2,3,6,yes,31.979362,35.866362,0.649
170959.84,Amman,Al Rabieh,Northern Rabieh,house,157.5,4,2,0,6,yes,31.98521,35.859383,0.327
125841.03,Amman,Jubeiha,Jubeiha Center,apartment,138.7,5,1,3,13,yes,32.019245,35.877257,0.887
107270.62,Amman,Khalda,Khalda Main,house,100.6,3,3,0,5,no,32.000408,35.839715,0.475
80801.66,Amman,Tla Al Ali,Market Side,apartment,97.3,3,2,3,1,no,32.002727,35.855755,0.652
87637.24,Amman,Khalda,Khalda Main,apartment,102.0,3,2,3,11,no,32.002409,35.837104,0.483
174688.13,Amman,Sweifieh,7th Circle Side,house,147.6,3,2,3,9,yes,31.951269,35.845711,0.766
245279.27,Amman,Deir Ghbar,Upper Deir Ghbar,house,203.1,3,2,0,9,yes,31.92687,35.858683,0.436
126394.03,Amman,Jubeiha,Northern Jubeiha,apartment,179.8,4,1,2,8,yes,32.013912,35.867847,0.344
150346.02,Amman,Al Rabieh,Garden Side,house,158.7,2,3,0,9,yes,31.975915,35.874774,0.303
129115.65,Amman,Abdoun,Embassy Area,house,90.9,5,1,7,8,no,31.953668,35.897156,0.526
194019.19,Amman,Dabouq,Western Dabouq,house,132.0,4,2,5,13,no,31.97925,35.834053,0.945
133387.89,Amman,Tla Al Ali,Residential Tla Al Ali,house,148.6,4,2,4,16,no,32.009312,35.857428,0.697
160041.98,Amman,Tla Al Ali,Tla Al Ali Main,apartment,193.0,4,1,1,9,no,32.000042,35.867824,0.462
58576.11,Amman,Marj Al Hamam,New Marj,house,63.6,3,3,4,11,no,31.894602,35.837384,0.937
176249.66,Amman,Deir Ghbar,Lower Deir Ghbar,house,157.6,2,3,2,12,yes,31.937105,35.864282,0.564
129255.75,Amman,Shmeisani,Park Side,house,112.8,3,3,7,11,no,31.95851,35.906891,0.801
101582.73,Amman,Al Rabieh,Rabieh Main,apartment,152.8,3,1,0,22,yes,31.975242,35.866184,0.442
206788.23,Amman,Dabouq,Dabouq Villas,house,155.7,4,2,0,11,yes,31.985019,35.829318,0.61
128657.54,Amman,Marj Al Hamam,Airport Road Side,house,148.3,3,2,1,0,yes,31.899407,35.834152,0.518
205756.09,Amman,Al Rabieh,Garden Side,house,213.5,3,1,0,18,yes,31.973802,35.855285,0.553
154812.84,Amman,Sweifieh,7th Circle Side,house,173.2,2,1,1,18,yes,31.952508,35.866575,0.369
131547.85,Amman,Tla Al Ali,Market Side,apartment,163.1,2,2,1,3,yes,32.011289,35.864077,0.426
181051.72,Amman,Dabouq,Western Dabouq,house,161.8,3,2,1,3,no,31.970146,35.829942,0.365
79011.22,Amman,Tla Al Ali,Tla Al Ali Main,house,92.8,4,2,1,25,yes,32.012629,35.86372,0.323
215178.81,Amman,Deir Ghbar,Embassy Side,house,159.9,1,2,3,0,no,31.935178,35.866204,0.97
195124.12,Amman,Shmeisani,Park Side,house,186.1,4,2,2,3,no,31.966216,35.896804,0.581
240265.65,Amman,Sweifieh,Shopping District,house,180.4,2,2,4,4,yes,31.960871,35.856203,0.737
168731.38,Amman,Abdoun,South Abdoun,apartment,158.5,4,4,2,14,yes,31.94247,35.886432,0.505
165333.11,Amman,Deir Ghbar,Upper Deir Ghbar,house,112.8,4,2,4,11,no,31.93667,35.8693,0.953
194829.83,Amman,Al Rabieh,Northern Rabieh,apartment,169.0,4,3,3,10,no,31.9776,35.866103,0.717
228597.93,Amman,Tla Al Ali,Tla Al Ali Main,house,238.9,2,2,5,13,yes,32.012076,35.862815,0.742
170980.71,Amman,Al Rabieh,Northern Rabieh,apartment,166.3,2,2,6,7,no,31.983747,35.869107,0.647
121204.2,Amman,Tla Al Ali,Market Side,house,124.4,4,3,0,21,yes,32.000739,35.872232,0.65
93504.69,Amman,Deir Ghbar,Upper Deir Ghbar,house,75.3,2,2,0,10,yes,31.924716,35.863395,0.648
141770.25,Amman,Dabouq,Royal Area,apartment,101.4,4,3,2,8,yes,31.976595,35.818984,0.751
150463.11,Amman,Al Rabieh,Northern Rabieh,house,118.4,3,4,2,9,no,31.985837,35.864666,0.712
166691.46,Amman,Khalda,Khalda Main,apartment,156.6,3,2,9,1,no,32.003284,35.843649,0.796
325509.03,Amman,Dabouq,Dabouq Villas,house,229.9,1,2,5,6,yes,31.967417,35.824715,0.907
151554.12,Amman,Al Rabieh,Northern Rabieh,apartment,173.8,3,2,6,20,yes,31.970332,35.855998,0.545
231215.23,Amman,Deir Ghbar,Upper Deir Ghbar,house,184.5,3,2,0,14,yes,31.917482,35.860957,0.922
71074.0,Amman,Khalda,Khalda Main,house,87.9,2,3,4,19,no,31.982692,35.838533,0.622
146619.68,Amman,Sweifieh,Shopping District,house,100.7,4,2,4,6,yes,31.954106,35.865917,0.762
193206.71,Amman,Deir Ghbar,Lower Deir Ghbar,house,145.7,3,2,6,11,yes,31.931331,35.867402,0.62
153050.57,Amman,Abdoun,North Abdoun,apartment,142.7,2,1,2,18,no,31.945541,35.875475,0.575
264764.61,Amman,Abdoun,South Abdoun,apartment,180.6,4,3,2,10,yes,31.950957,35.891913,0.888
183061.85,Amman,Al Rabieh,Rabieh Main,apartment,183.9,3,2,4,14,yes,31.986158,35.875276,0.83
106713.95,Amman,Shmeisani,Business District,apartment,128.8,4,2,2,19,no,31.971913,35.890727,0.84
221916.36,Amman,Dabouq,Dabouq Villas,house,194.0,3,2,6,10,no,31.981353,35.839299,0.516
146590.5,Amman,Tla Al Ali,Tla Al Ali Main,house,146.0,3,3,4,5,yes,32.013023,35.85666,0.351
205110.36,Amman,Tla Al Ali,Residential Tla Al Ali,house,149.1,3,4,10,0,yes,32.004706,35.871835,0.797
304476.94,Amman,Dabouq,Western Dabouq,house,218.4,3,1,5,10,yes,31.974666,35.839544,0.578
64600.84,Amman,Jubeiha,University Area,apartment,101.2,4,2,0,10,no,32.002756,35.864128,0.47
104196.08,Amman,Shmeisani,Park Side,apartment,125.9,2,2,1,12,yes,31.971621,35.891152,0.727
116066.49,Amman,Al Rabieh,Garden Side,apartment,117.3,2,3,0,8,yes,31.986494,35.861125,0.562
82041.03,Amman,Jubeiha,University Area,apartment,170.4,1,1,2,13,no,32.017723,35.862044,0.653
149681.55,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,158.8,2,1,5,10,no,31.928114,35.865846,0.518
93365.85,Amman,Al Rabieh,Northern Rabieh,apartment,100.3,1,4,0,13,yes,31.983333,35.866897,0.892
122885.07,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,90.2,3,4,2,5,yes,31.928198,35.863421,0.746
123470.62,Amman,Dabouq,Western Dabouq,apartment,136.6,3,4,4,17,yes,31.985672,35.836973,0.455
177574.23,Amman,Khalda,Medical City Side,apartment,179.3,2,1,3,13,yes,31.994236,35.837886,0.647
92972.65,Amman,Khalda,University Street,house,101.8,4,2,0,9,no,31.990832,35.839871,0.369
129687.89,Amman,Sweifieh,7th Circle Side,house,177.8,2,1,0,24,yes,31.960053,35.852839,0.264
219386.71,Amman,Deir Ghbar,Embassy Side,house,182.2,4,2,0,13,no,31.931005,35.864594,0.719
84893.45,Amman,Marj Al Hamam,New Marj,house,117.8,3,3,3,13,no,31.905473,35.825803,0.483
81002.28,Amman,Shmeisani,Park Side,apartment,95.7,3,3,4,20,yes,31.971738,35.889676,0.714
117294.19,Amman,Shmeisani,Park Side,apartment,198.7,4,1,4,14,no,31.973583,35.885453,0.42
155965.87,Amman,Al Rabieh,Rabieh Main,apartment,147.8,3,2,10,12,no,31.985307,35.868011,0.646
136523.98,Amman,Marj Al Hamam,Old Marj,house,171.2,3,2,0,5,no,31.891287,35.830242,0.671
212091.67,Amman,Al Rabieh,Northern Rabieh,house,174.4,2,2,1,0,no,31.993054,35.86089,0.59
283312.41,Amman,Dabouq,Dabouq Villas,house,190.9,5,2,1,1,no,31.971928,35.829906,0.825
199678.44,Amman,Al Rabieh,Northern Rabieh,house,194.8,4,3,0,13,no,31.982706,35.872536,0.319
192680.57,Amman,Dabouq,Dabouq Villas,apartment,179.1,3,1,4,10,no,31.967014,35.84328,0.458
204081.48,Amman,Deir Ghbar,Lower Deir Ghbar,house,186.8,2,1,4,12,no,31.940874,35.867436,0.553
156602.55,Amman,Al Rabieh,Rabieh Main,house,156.6,3,3,0,12,no,31.991656,35.874825,0.454
241021.97,Amman,Dabouq,Western Dabouq,house,158.6,2,4,7,14,yes,31.979063,35.837845,0.9
119763.64,Amman,Khalda,Khalda Main,apartment,154.7,3,3,4,4,no,31.993771,35.825522,0.226
125627.18,Amman,Sweifieh,Shopping District,house,115.7,2,3,5,13,no,31.961593,35.840622,0.734
56700.92,Amman,Jubeiha,Jubeiha Center,apartment,74.2,4,1,2,13,yes,32.020532,35.873146,0.419
202607.36,Amman,Abdoun,South Abdoun,apartment,186.4,3,2,3,9,no,31.941002,35.885442,0.499
120263.09,Amman,Al Rabieh,Northern Rabieh,apartment,121.8,4,1,2,17,no,31.990814,35.866965,0.784
136007.76,Amman,Dabouq,Royal Area,house,107.2,3,2,1,6,no,31.971123,35.838495,0.531
178386.59,Amman,Sweifieh,7th Circle Side,apartment,164.1,3,2,3,7,yes,31.962325,35.858229,0.875
159498.56,Amman,Shmeisani,Park Side,house,149.7,3,4,0,14,yes,31.959393,35.891532,0.823
159023.51,Amman,Tla Al Ali,Tla Al Ali Main,house,174.4,3,2,1,14,no,32.007416,35.865624,0.661
182716.64,Amman,Sweifieh,Residential Sweifieh,house,143.2,5,1,0,0,yes,31.961712,35.86196,0.246
137634.61,Amman,Abdoun,North Abdoun,house,107.5,4,2,3,13,no,31.967811,35.897123,0.484
132505.44,Amman,Dabouq,Royal Area,apartment,105.9,3,2,5,1,no,31.967297,35.835555,0.671
136584.56,Amman,Jubeiha,Northern Jubeiha,apartment,242.2,1,3,0,0,no,32.015552,35.861384,0.318
144999.38,Amman,Abdoun,Embassy Area,apartment,164.1,3,2,2,22,no,31.95534,35.8888,0.646
199081.7,Amman,Al Rabieh,Garden Side,house,179.7,2,2,3,0,yes,31.988666,35.866454,0.33
132636.29,Amman,Khalda,Medical City Side,apartment,162.5,3,3,2,10,no,31.996355,35.847936,0.494
268731.14,Amman,Deir Ghbar,Embassy Side,house,196.2,3,3,3,9,yes,31.941495,35.863153,0.683
245151.62,Amman,Abdoun,North Abdoun,house,138.4,5,3,3,8,yes,31.945457,35.87532,0.796
207642.82,Amman,Tla Al Ali,Market Side,house,208.6,5,2,3,13,no,32.009415,35.863902,0.572
139045.62,Amman,Jubeiha,Northern Jubeiha,apartment,187.5,4,2,7,12,no,32.008473,35.86892,0.665
99478.31,Amman,Jubeiha,Jubeiha Center,apartment,119.6,3,2,3,0,no,32.011159,35.869454,0.596
236455.92,Amman,Shmeisani,Park Side,house,247.4,4,1,2,13,no,31.976711,35.892119,0.707
236986.62,Amman,Dabouq,Dabouq Villas,apartment,233.9,3,1,6,0,no,31.983386,35.838875,0.15
81111.38,Amman,Sweifieh,Shopping District,apartment,96.4,3,2,1,19,yes,31.959213,35.866458,0.432
279646.39,Amman,Dabouq,Dabouq Villas,house,210.9,4,3,3,13,no,31.968887,35.839178,0.551
149572.75,Amman,Khalda,Medical City Side,apartment,166.3,2,1,3,0,yes,31.994855,35.834854,0.352
94969.85,Amman,Jubeiha,Jubeiha Center,apartment,147.8,2,1,0,3,yes,32.011497,35.861569,0.399
240059.87,Amman,Abdoun,South Abdoun,apartment,165.8,2,3,0,1,yes,31.954509,35.893872,0.6
161996.45,Amman,Dabouq,Royal Area,house,138.1,3,1,0,11,no,31.986627,35.822263,0.48
121707.18,Amman,Al Rabieh,Northern Rabieh,house,109.7,2,3,1,5,no,31.994795,35.866778,0.474
152941.94,Amman,Khalda,Khalda Main,house,145.9,3,2,2,12,yes,32.002625,35.848498,0.465
117241.53,Amman,Khalda,Medical City Side,apartment,158.1,1,3,2,7,no,31.998455,35.83006,0.278
139588.71,Amman,Tla Al Ali,Residential Tla Al Ali,apartment,195.7,3,3,1,13,no,32.013018,35.870632,0.385
156106.33,Amman,Deir Ghbar,Embassy Side,house,137.3,2,2,5,10,yes,31.925127,35.870272,0.34
74076.97,Amman,Marj Al Hamam,Airport Road Side,house,99.5,1,2,0,8,no,31.883221,35.826898,1.0
130887.24,Amman,Marj Al Hamam,Old Marj,apartment,188.7,3,2,0,7,yes,31.902136,35.823859,0.664
142491.49,Amman,Shmeisani,Park Side,house,112.3,3,3,4,1,yes,31.965059,35.899877,0.646
91876.05,Amman,Sweifieh,Shopping District,apartment,86.6,3,3,3,5,yes,31.950087,35.855337,0.515
117096.65,Amman,Marj Al Hamam,New Marj,apartment,198.7,2,2,3,16,yes,31.899272,35.83067,0.816
114311.22,Amman,Sweifieh,Shopping District,house,106.9,2,3,3,15,no,31.951918,35.858325,0.801
111138.23,Amman,Marj Al Hamam,New Marj,house,140.2,2,3,3,9,yes,31.899126,35.821164,0.476
202907.82,Amman,Al Rabieh,Northern Rabieh,house,176.7,3,2,3,9,no,31.982732,35.872009,0.622
72342.54,Amman,Marj Al Hamam,New Marj,apartment,105.3,3,2,3,16,yes,31.888307,35.827034,0.732
164419.93,Amman,Sweifieh,Residential Sweifieh,house,154.8,3,3,3,18,no,31.951186,35.854829,0.663
76647.7,Amman,Al Rabieh,Rabieh Main,house,82.4,2,2,5,18,yes,31.989726,35.871606,0.581
189478.25,Amman,Dabouq,Dabouq Villas,house,154.6,2,3,2,0,no,31.977853,35.815558,0.35
144335.84,Amman,Shmeisani,Residential Shmeisani,apartment,165.4,2,3,5,2,yes,31.976763,35.892791,0.566
192383.54,Amman,Dabouq,Dabouq Villas,apartment,148.6,2,3,4,7,yes,31.968843,35.827224,0.646
164703.8,Amman,Marj Al Hamam,New Marj,house,157.4,4,2,6,0,yes,31.905913,35.834893,0.586
99075.03,Amman,Marj Al Hamam,Old Marj,house,154.7,2,1,0,15,no,31.893934,35.831757,0.712
296085.32,Amman,Dabouq,Western Dabouq,house,198.3,4,1,3,0,yes,31.98223,35.823304,0.644
158834.52,Amman,Sweifieh,7th Circle Side,house,155.4,3,2,0,9,yes,31.955372,35.85501,0.323
90225.99,Amman,Tla Al Ali,Market Side,apartment,129.8,1,2,5,18,no,32.017642,35.856121,1.0
147287.51,Amman,Shmeisani,Business District,apartment,154.0,3,2,9,1,no,31.981307,35.888488,0.492
184128.8,Amman,Tla Al Ali,Market Side,apartment,201.6,3,2,5,3,no,32.009549,35.850014,0.531
160909.77,Amman,Sweifieh,7th Circle Side,apartment,168.7,3,1,0,6,no,31.942464,35.863619,0.765
110416.92,Amman,Shmeisani,Business District,house,144.9,3,2,1,13,no,31.966647,35.893876,0.203
99007.77,Amman,Abdoun,North Abdoun,apartment,72.8,4,1,2,10,yes,31.957883,35.887427,0.624
202166.32,Amman,Dabouq,Royal Area,apartment,152.5,4,3,3,14,yes,31.9875,35.829803,0.882
153175.92,Amman,Shmeisani,Park Side,apartment,166.2,4,3,3,12,yes,31.97186,35.891688,0.666
184226.64,Amman,Dabouq,Royal Area,apartment,234.3,3,2,2,16,no,31.967626,35.822641,0.487
79926.98,Amman,Tla Al Ali,Tla Al Ali Main,house,96.6,2,3,2,6,no,32.004798,35.852339,0.36
275446.07,Amman,Sweifieh,Shopping District,house,247.9,4,2,4,5,no,31.968929,35.850104,0.476
171909.8,Amman,Khalda,Medical City Side,house,168.8,2,3,2,14,yes,31.993299,35.852175,0.725
239648.23,Amman,Shmeisani,Business District,apartment,215.7,4,4,3,3,no,31.967457,35.887105,0.994
117876.54,Amman,Khalda,Medical City Side,house,110.8,4,2,2,16,no,31.995109,35.841396,0.732
144644.88,Amman,Sweifieh,7th Circle Side,house,135.6,3,3,2,12,yes,31.952773,35.85296,0.469
216815.8,Amman,Dabouq,Western Dabouq,apartment,212.9,4,1,4,6,yes,31.9676,35.839303,0.497
104563.66,Amman,Marj Al Hamam,Airport Road Side,apartment,152.7,2,3,2,8,yes,31.896518,35.828291,0.602
74020.64,Amman,Marj Al Hamam,New Marj,house,131.7,1,1,4,7,no,31.88456,35.816162,0.5
177432.09,Amman,Khalda,Khalda Main,apartment,195.0,2,3,1,13,no,31.986377,35.838317,0.557
312626.66,Amman,Abdoun,Embassy Area,house,235.5,3,2,3,11,no,31.952787,35.889258,0.613
109294.1,Amman,Abdoun,South Abdoun,apartment,101.2,3,3,2,11,no,31.942283,35.88613,0.569
114314.07,Amman,Dabouq,Royal Area,apartment,106.1,4,2,1,20,yes,31.975399,35.835493,0.767
101133.16,Amman,Shmeisani,Business District,apartment,123.8,3,2,3,16,yes,31.965949,35.896202,0.784
188105.9,Amman,Dabouq,Royal Area,house,175.3,3,3,2,24,yes,31.984801,35.825278,0.458
164783.56,Amman,Jubeiha,Northern Jubeiha,house,180.9,3,2,3,11,no,32.007694,35.865709,0.942
116496.35,Amman,Jubeiha,Jubeiha Center,house,143.5,3,3,0,5,no,32.005429,35.886432,0.306
120718.53,Amman,Jubeiha,Jubeiha Center,apartment,197.8,3,3,0,16,no,32.010081,35.873136,0.472
188162.38,Amman,Shmeisani,Business District,house,158.8,2,2,5,5,no,31.963691,35.892846,0.857
139725.97,Amman,Shmeisani,Residential Shmeisani,apartment,124.3,4,4,3,5,yes,31.978932,35.901737,0.481
186528.83,Amman,Sweifieh,Residential Sweifieh,house,153.5,4,2,0,17,yes,31.949856,35.850824,0.914
228972.24,Amman,Abdoun,South Abdoun,house,198.0,2,2,1,14,yes,31.955103,35.886692,0.476
130832.91,Amman,Sweifieh,Residential Sweifieh,apartment,157.9,1,2,3,0,yes,31.940624,35.86739,0.157
168841.91,Amman,Dabouq,Royal Area,house,131.0,4,2,3,9,no,31.980059,35.837913,0.535
163529.41,Amman,Khalda,University Street,house,134.3,3,1,3,1,no,31.994367,35.840936,0.733
112518.16,Amman,Tla Al Ali,Market Side,house,113.3,3,2,2,3,no,32.010724,35.865295,0.727
161780.5,Amman,Sweifieh,7th Circle Side,house,131.3,3,3,0,5,yes,31.956417,35.848991,0.548
148217.39,Amman,Dabouq,Royal Area,house,141.0,2,2,1,12,no,31.978629,35.826841,0.461
129528.06,Amman,Jubeiha,University Area,apartment,168.4,3,2,2,0,no,32.018612,35.87416,0.872
111172.72,Amman,Marj Al Hamam,Airport Road Side,house,128.2,3,1,5,19,yes,31.887079,35.829021,0.991
114675.88,Amman,Khalda,University Street,apartment,143.6,2,1,5,9,no,31.996987,35.841271,0.489
109868.63,Amman,Marj Al Hamam,Old Marj,apartment,145.2,5,2,7,13,no,31.893607,35.835018,0.683
151216.79,Amman,Abdoun,North Abdoun,apartment,113.1,2,3,0,9,no,31.951828,35.882745,0.81
183929.23,Amman,Shmeisani,Residential Shmeisani,apartment,179.7,4,1,3,15,yes,31.959553,35.901243,0.926
90111.94,Amman,Shmeisani,Residential Shmeisani,house,64.2,3,3,2,6,yes,31.965495,35.891279,0.74
398813.96,Amman,Abdoun,North Abdoun,house,233.9,4,2,1,2,yes,31.948626,35.895855,0.82
59178.92,Amman,Jubeiha,University Area,apartment,125.8,3,2,0,22,no,32.020293,35.875493,0.507
110557.74,Amman,Shmeisani,Residential Shmeisani,apartment,109.9,3,1,7,8,yes,31.973395,35.894648,0.78
204467.78,Amman,Al Rabieh,Rabieh Main,house,210.7,2,4,0,14,yes,31.98009,35.871753,0.367
178996.09,Amman,Abdoun,North Abdoun,house,146.8,2,1,4,9,no,31.95897,35.87926,0.496
150921.33,Amman,Tla Al Ali,Tla Al Ali Main,house,132.2,4,2,2,0,no,32.004275,35.86531,0.776
107196.99,Amman,Shmeisani,Business District,house,114.2,4,1,0,19,no,31.967522,35.901526,0.735
154702.44,Amman,Al Rabieh,Northern Rabieh,house,165.5,3,3,4,24,no,31.981152,35.862442,0.585
265209.05,Amman,Khalda,Khalda Main,house,238.8,4,2,3,0,yes,31.996046,35.836739,0.446
157331.06,Amman,Tla Al Ali,Market Side,house,177.0,3,1,0,5,yes,31.992718,35.872403,0.334
167405.04,Amman,Dabouq,Royal Area,house,143.1,3,1,4,8,no,31.973747,35.823908,0.484
149200.69,Amman,Khalda,Khalda Main,house,144.2,3,2,2,11,no,31.999151,35.846882,0.79
122256.2,Amman,Khalda,Medical City Side,house,132.1,4,3,1,13,no,31.998367,35.840016,0.45
158151.78,Amman,Jubeiha,Jubeiha Center,house,135.5,5,2,8,0,no,31.99606,35.869598,0.755
140501.7,Amman,Marj Al Hamam,Old Marj,house,192.7,2,3,1,8,no,31.886445,35.839188,0.542
290500.24,Amman,Abdoun,North Abdoun,house,203.9,4,1,6,13,yes,31.952842,35.880639,0.433
158183.36,Amman,Khalda,Medical City Side,apartment,191.6,3,3,0,4,no,32.01065,35.832707,0.575
89515.31,Amman,Deir Ghbar,Embassy Side,apartment,90.0,4,2,2,14,no,31.934429,35.865247,0.592
184662.65,Amman,Deir Ghbar,Lower Deir Ghbar,apartment,147.5,3,3,1,0,no,31.939494,35.8629,0.742
98453.46,Amman,Khalda,University Street,apartment,129.6,4,3,3,26,no,31.996141,35.83198,0.339
91588.0,Amman,Deir Ghbar,Upper Deir Ghbar,apartment,83.8,2,2,3,5,no,31.931734,35.859804,0.515
237790.03,Amman,Abdoun,South Abdoun,apartment,185.9,3,4,4,2,no,31.953449,35.882987,0.666
209373.87,Amman,Al Rabieh,Northern Rabieh,house,158.9,3,4,4,5,yes,31.99117,35.861343,0.697
121635.88,Amman,Marj Al Hamam,New Marj,apartment,154.5,3,2,2,7,no,31.902338,35.824833,0.689
252240.12,Amman,Al Rabieh,Northern Rabieh,apartment,243.2,4,3,8,7,yes,31.978618,35.864079,0.47
113751.88,Amman,Khalda,Khalda Main,apartment,168.5,3,2,3,21,no,32.001458,35.841536,0.732
