district,area_name,land_area_sqm,land_type,street_width_m,main_road_access,near_services,zoning_category,zoning_score,development_level,corner_plot,shape_regular,slope_level,lat,lng,asking_price_jod,price_per_sqm_jod,estimated_market_value_jod,fairness_label
Um Uthaina,Um Uthaina South,619.35,residential,12.0,0,1,D,5,prime,0,1,flat,31.961434,35.877401,876265.71,1320.0,817547.02,Fair Price
Shmeisani,West Shmeisani,470.54,residential,16.0,0,1,D,5,low,0,1,flat,31.970236,35.891856,310815.37,614.39,289095.64,Fair Price
Dabouq,Airport Road West,360.25,residential,20.0,0,1,A,9,prime,0,1,flat,31.994168,35.833364,509654.11,1320.0,475528.51,Fair Price
Sweileh,Sweileh Center,597.0,residential,12.0,0,1,C,6,high,0,1,moderate,32.021099,35.857579,275448.93,427.45,255186.25,Fair Price
Um Uthaina,Um Uthaina South,799.55,residential,16.0,1,1,D,5,medium,0,1,flat,31.974829,35.883509,535487.9,784.34,627120.92,Underpriced
Khalda,Khalda Circle,974.17,commercial,12.0,0,1,commercial_local,8,high,0,0,flat,32.023071,35.841144,506493.04,565.14,550543.42,Fair Price
Dabouq,Dabouq Villas,967.15,residential,20.0,0,0,C,6,prime,0,1,flat,31.99613,35.825293,943148.42,939.1,908247.3,Fair Price
Dabouq,Airport Road West,709.73,residential,8.0,0,0,A,9,prime,0,1,flat,31.998295,35.839081,644135.59,909.52,645512.64,Fair Price
Tla Al Ali,Tla Al Ali West,707.68,residential,8.0,0,1,A,9,high,1,0,flat,32.013986,35.859939,297372.46,403.83,285782.69,Fair Price
Tla Al Ali,Tla Al Ali West,737.98,residential,16.0,1,1,D,5,low,1,1,moderate,32.003618,35.864119,245918.33,343.49,253484.07,Fair Price
Khalda,Khalda North,656.04,commercial,16.0,1,1,commercial_local,8,high,0,0,moderate,32.027097,35.850743,434794.73,611.68,401285.35,Fair Price
Jabal Amman,1st Circle,2233.2,agricultural,12.0,0,0,agricultural,3,prime,0,0,moderate,31.951294,35.911645,377215.13,152.52,340615.33,Overpriced
Marka,Marka South,1218.54,residential,10.0,0,1,C,6,medium,0,1,flat,31.995965,35.953194,254126.58,199.0,242492.38,Fair Price
Marj Al Hamam,Marj Center,660.42,residential,12.0,0,1,C,6,high,0,1,moderate,31.887391,35.791845,128486.53,166.7,110090.48,Overpriced
Deir Ghbar,Deir Ghbar South,902.6,residential,12.0,0,1,C,6,high,1,0,flat,31.930789,35.843058,659950.15,869.96,785232.7,Underpriced
Deir Ghbar,Deir Ghbar South,685.92,residential,12.0,0,1,C,6,prime,0,1,flat,31.930298,35.83564,718149.06,990.0,679058.51,Fair Price
Um Uthaina,Um Uthaina South,596.04,residential,8.0,1,1,B,8,low,0,0,flat,31.965443,35.874055,642666.68,1294.55,771608.61,Underpriced
Jabal Amman,4th Circle,974.92,residential,24.0,0,1,D,5,prime,1,1,flat,31.948581,35.914737,778336.91,990.08,965250.88,Underpriced
Sweileh,Sweileh Center,767.84,residential,10.0,1,1,B,8,low,0,0,moderate,32.019674,35.863889,255034.05,375.55,288367.09,Underpriced
Sweileh,Sweileh North,577.06,residential,8.0,0,1,C,6,high,0,0,steep,32.031537,35.852016,160955.33,324.35,187171.42,Underpriced
Um Uthaina,Um Uthaina South,777.84,residential,12.0,0,1,B,8,prime,1,1,steep,31.967299,35.878683,1102004.54,1320.0,1026752.61,Fair Price
Sweileh,Sweileh North,1001.16,residential,14.0,1,0,A,9,medium,1,1,flat,32.025417,35.852631,454964.71,473.0,473546.79,Fair Price
Marj Al Hamam,Marj Hills,947.86,residential,12.0,1,1,D,5,low,0,1,flat,31.88814,35.787142,255103.77,262.44,248756.52,Fair Price
Sahab,Sahab Center,1007.77,agricultural,10.0,0,0,agricultural,3,medium,0,0,flat,31.870674,36.00154,55368.28,62.29,62775.51,Underpriced
Khalda,Khalda Circle,1556.03,residential,12.0,0,1,A,9,low,0,1,moderate,32.030149,35.853963,458116.21,343.76,534907.99,Underpriced
Dabouq,Airport Road West,656.93,residential,24.0,0,1,A,9,prime,0,0,flat,31.99632,35.837692,905938.61,1320.0,867141.95,Fair Price
Khalda,Khalda North,908.66,residential,14.0,0,0,C,6,medium,0,1,moderate,32.025047,35.848825,185455.31,279.7,254152.53,Underpriced
Deir Ghbar,Deir Ghbar Heights,1039.63,residential,20.0,0,1,D,5,medium,0,1,flat,31.934752,35.838832,569492.14,626.02,650825.45,Underpriced
Sahab,Sahab Industrial Edge,760.79,commercial,10.0,0,1,commercial_local,8,medium,0,0,steep,31.870034,36.003227,116285.29,165.33,125780.53,Fair Price
Sahab,Sahab Center,753.66,residential,16.0,0,1,D,5,low,0,0,flat,31.859725,35.997965,98882.49,107.87,81299.42,Overpriced
Naour,Naour West,383.46,commercial,8.0,0,1,commercial_local,8,medium,0,1,moderate,31.872514,35.759673,87015.01,298.89,114615.6,Underpriced
Shmeisani,Central Shmeisani,617.5,residential,8.0,1,1,A,9,high,1,1,flat,31.966982,35.883339,523023.71,935.0,577362.78,Fair Price
Tabarbour,Tabarbour Main,733.07,residential,16.0,1,1,B,8,high,0,1,moderate,32.000417,35.936761,247244.25,301.83,221261.72,Overpriced
Jabal Amman,4th Circle,685.89,commercial,20.0,1,1,commercial_general,10,prime,0,0,flat,31.951668,35.914903,1258152.82,1795.87,1231768.64,Fair Price
Um Uthaina,Um Uthaina North,674.39,commercial,16.0,1,1,commercial_general,10,prime,1,0,moderate,31.968787,35.876522,1228300.1,1591.01,1072963.61,Overpriced
Shmeisani,Central Shmeisani,669.5,residential,24.0,1,1,C,6,high,0,1,steep,31.956175,35.881626,453952.94,746.09,499508.17,Fair Price
Sweileh,Sweileh North,250.0,commercial,16.0,1,1,commercial_general,10,high,0,1,flat,32.026093,35.853834,177074.09,681.06,170265.12,Fair Price
Marj Al Hamam,Marj Center,2103.86,agricultural,6.0,0,0,agricultural,3,high,0,1,moderate,31.889856,35.795655,209111.41,88.48,186147.91,Overpriced
Marka,Marka South,715.92,residential,20.0,0,1,A,9,high,1,1,moderate,31.991749,35.941036,170537.37,232.31,166315.27,Fair Price
Tabarbour,Inner Neighborhood,455.57,commercial,8.0,0,1,commercial_general,10,low,0,1,moderate,31.988714,35.924781,141126.35,405.47,184719.58,Underpriced
Jabal Amman,1st Circle,679.11,residential,8.0,0,1,C,6,high,1,1,steep,31.94635,35.918607,782936.61,1197.3,813098.43,Fair Price
Shmeisani,West Shmeisani,683.22,commercial,16.0,1,1,commercial_local,8,high,0,0,moderate,31.969973,35.885763,1127143.51,1442.28,985400.68,Overpriced
Abdoun,South Abdoun,735.69,residential,16.0,0,1,D,5,high,0,1,flat,31.941654,35.883604,1111670.98,1482.99,1091028.71,Fair Price
Dabouq,Dabouq Villas,1154.94,residential,14.0,0,1,C,6,prime,0,1,flat,31.989745,35.831578,1669585.48,1320.0,1524514.45,Fair Price
Sweileh,Sweileh North,911.49,residential,14.0,1,1,A,9,medium,0,0,steep,32.019512,35.849425,430628.74,442.23,403089.59,Fair Price
Sweileh,Sweileh Center,2230.31,agricultural,14.0,0,0,agricultural,3,medium,1,1,steep,32.031071,35.859424,145449.09,67.77,151158.02,Fair Price
Jabal Amman,4th Circle,727.4,commercial,12.0,1,1,commercial_local,8,prime,0,1,flat,31.950209,35.915121,1390145.07,1904.84,1385578.56,Fair Price
Sahab,Sahab Center,800.0,agricultural,12.0,0,1,agricultural,3,low,0,1,flat,31.868493,36.010376,26622.89,42.41,33930.85,Underpriced
Khalda,Khalda Circle,483.44,residential,12.0,0,1,C,6,medium,0,1,moderate,32.017949,35.849226,192203.73,358.41,173269.42,Overpriced
Um Uthaina,Um Uthaina North,694.4,residential,6.0,0,1,C,6,high,0,1,moderate,31.963253,35.879634,619927.1,790.8,549131.49,Overpriced
Al Jubeiha,Jubeiha University Side,633.13,residential,24.0,1,1,C,6,prime,1,1,moderate,32.030902,35.866116,172498.71,343.94,217760.41,Underpriced
Jabal Amman,4th Circle,901.25,commercial,16.0,0,1,commercial_local,8,prime,0,1,flat,31.951863,35.915975,2584656.42,2300.0,2072875.24,Overpriced
Tla Al Ali,Tla Al Ali East,625.38,residential,12.0,0,1,D,5,high,1,1,flat,32.009967,35.869066,219177.51,398.87,249442.18,Underpriced
Dabouq,Airport Road West,959.21,residential,8.0,0,0,D,5,prime,0,1,steep,31.99927,35.838291,756855.98,883.72,847680.84,Underpriced
Sahab,Sahab Industrial Edge,250.0,residential,20.0,0,1,A,9,high,0,1,flat,31.866744,36.008183,47646.33,185.61,46403.42,Fair Price
Sweileh,Sweileh North,751.7,commercial,12.0,0,1,commercial_local,8,medium,0,1,steep,32.026621,35.858135,364116.81,421.67,316969.75,Overpriced
Um Uthaina,Um Uthaina North,843.87,commercial,14.0,1,1,commercial_general,10,high,0,1,flat,31.963819,35.88075,1887907.75,2016.29,1701487.84,Overpriced
Shmeisani,West Shmeisani,967.11,residential,10.0,1,0,D,5,medium,0,1,flat,31.977055,35.883524,649578.06,595.14,575569.61,Overpriced
Tabarbour,Inner Neighborhood,992.91,residential,12.0,1,1,B,8,medium,0,1,steep,31.994975,35.920726,181084.87,215.48,213951.9,Underpriced
Tabarbour,Tabarbour Main,847.22,residential,14.0,0,1,B,8,low,0,1,moderate,32.005548,35.930559,218655.48,232.52,196997.92,Overpriced
Deir Ghbar,Deir Ghbar South,576.98,residential,20.0,0,0,D,5,medium,0,1,moderate,31.922063,35.854377,325485.33,567.94,327691.71,Fair Price
Abdoun,North Abdoun,250.0,residential,20.0,1,1,B,8,high,0,1,steep,31.944285,35.882358,290971.39,1207.82,301954.19,Fair Price
Abdoun,North Abdoun,1107.16,residential,16.0,1,0,B,8,prime,0,0,moderate,31.948582,35.878434,1536611.03,1444.73,1599545.12,Fair Price
Sweileh,Sweileh Center,851.74,commercial,14.0,0,1,commercial_general,10,medium,0,1,flat,32.02709,35.853772,371523.01,524.59,446814.68,Underpriced
Al Jubeiha,Jubeiha North,358.27,residential,12.0,0,1,C,6,medium,0,1,moderate,32.031076,35.859633,123526.96,324.1,116118.23,Fair Price
Tla Al Ali,Tla Al Ali West,1520.65,agricultural,6.0,1,0,agricultural,3,prime,0,1,flat,32.007887,35.866933,134533.08,108.4,164833.35,Underpriced
Abdoun,South Abdoun,653.17,commercial,12.0,1,0,commercial_local,8,prime,0,1,moderate,31.949991,35.877319,1141301.88,1743.38,1138721.34,Fair Price
Marka,Marka South,813.69,residential,14.0,1,1,C,6,high,0,1,flat,31.992647,35.95654,144641.66,207.61,168928.04,Underpriced
Shmeisani,Central Shmeisani,579.57,residential,16.0,0,1,A,9,high,1,0,flat,31.96877,35.883993,424374.34,668.58,387486.63,Fair Price
Jabal Amman,1st Circle,846.29,commercial,20.0,0,1,commercial_local,8,high,0,0,moderate,31.94881,35.922491,1557746.87,2003.24,1695321.83,Fair Price
Sahab,Sahab Center,638.62,commercial,12.0,1,1,commercial_local,8,high,0,1,flat,31.862065,36.007394,217334.9,279.57,178539.66,Overpriced
Al Jubeiha,Jubeiha University Side,648.38,commercial,6.0,0,0,commercial_general,10,low,1,0,flat,32.040097,35.863163,289121.33,412.44,267417.58,Fair Price
Um Uthaina,Um Uthaina South,711.51,residential,12.0,0,1,D,5,prime,0,1,steep,31.950744,35.877767,632205.38,915.73,651549.11,Fair Price
Tla Al Ali,Tla Al Ali West,721.67,residential,10.0,1,1,A,9,prime,0,1,flat,32.003627,35.861654,464186.98,572.0,412796.65,Overpriced
Dabouq,Airport Road West,580.82,residential,12.0,1,0,D,5,medium,0,0,moderate,31.98884,35.825408,437995.16,779.86,452956.35,Fair Price
Jabal Amman,1st Circle,1379.97,agricultural,12.0,0,1,agricultural,3,prime,0,1,steep,31.944061,35.915353,266965.6,150.94,208286.06,Overpriced
Khalda,Khalda North,482.01,commercial,8.0,1,1,commercial_general,10,medium,1,1,flat,32.033741,35.842139,455638.25,1085.72,523328.7,Underpriced
Tla Al Ali,Tla Al Ali West,913.17,residential,16.0,1,1,C,6,prime,1,0,moderate,32.017443,35.87137,416659.67,430.7,393297.68,Fair Price
Um Uthaina,Um Uthaina South,1016.29,residential,10.0,0,1,C,6,medium,0,0,flat,31.97282,35.874863,1136522.59,1171.7,1190790.0,Fair Price
Abdoun,North Abdoun,476.67,residential,8.0,1,0,D,5,medium,1,1,steep,31.939987,35.873261,427573.65,1124.14,535847.69,Underpriced
Tabarbour,Tabarbour Main,624.8,residential,6.0,1,1,A,9,low,0,1,steep,31.998932,35.92751,127406.39,170.23,106361.69,Overpriced
Jabal Amman,1st Circle,679.08,residential,16.0,1,1,D,5,prime,0,1,flat,31.948231,35.914055,701273.71,1002.98,681105.66,Fair Price
Abdoun,North Abdoun,2126.17,agricultural,24.0,0,0,agricultural,3,high,0,1,flat,31.942928,35.880729,580211.27,275.42,585596.03,Fair Price
Um Uthaina,Um Uthaina South,361.08,residential,10.0,0,1,A,9,medium,0,1,moderate,31.973377,35.877512,373342.8,1091.39,394075.47,Fair Price
Shmeisani,West Shmeisani,952.09,residential,12.0,0,1,D,5,high,0,0,flat,31.961651,35.878445,604675.73,666.72,634776.67,Fair Price
Naour,Naour West,666.58,residential,12.0,1,1,C,6,low,0,0,flat,31.878996,35.769539,71868.98,108.56,72365.8,Fair Price
Marj Al Hamam,Marj Hills,687.28,residential,14.0,0,0,A,9,low,1,1,flat,31.884187,35.792346,157280.89,252.37,173449.59,Fair Price
Al Jubeiha,Jubeiha University Side,631.1,residential,14.0,0,0,D,5,high,0,0,flat,32.033511,35.861202,199095.97,327.28,206548.3,Fair Price
Naour,Naour Center,627.79,residential,16.0,0,1,B,8,medium,0,1,moderate,31.865874,35.761187,81563.86,147.25,92443.95,Underpriced
Marka,Marka South,376.42,residential,6.0,0,0,A,9,high,1,1,moderate,31.990476,35.95374,95946.26,259.64,97732.57,Fair Price
Marka,Marka South,521.82,residential,14.0,0,0,A,9,high,1,1,flat,31.997629,35.965472,83811.82,226.02,117940.93,Underpriced
Sweileh,Sweileh Center,716.24,residential,30.0,1,1,A,9,high,1,0,flat,32.041533,35.864046,328684.18,450.09,322374.01,Fair Price
Shmeisani,West Shmeisani,980.66,residential,24.0,0,1,C,6,prime,0,1,flat,31.969787,35.884529,902533.34,935.0,916917.33,Fair Price
Tla Al Ali,Tla Al Ali West,4163.29,agricultural,12.0,1,1,agricultural,3,medium,1,1,flat,32.007483,35.873376,509091.26,125.72,523410.95,Fair Price
Khalda,Khalda Circle,898.4,residential,12.0,0,1,D,5,high,0,1,flat,32.023446,35.848589,285077.83,408.47,366971.01,Underpriced
Naour,Naour Center,982.58,residential,20.0,1,1,C,6,high,0,1,steep,31.870641,35.758041,141414.29,159.48,156699.07,Fair Price
Dabouq,Airport Road West,556.67,commercial,16.0,1,0,commercial_general,10,prime,1,1,flat,31.987089,35.828961,578525.5,1333.43,742273.99,Underpriced
Sweileh,Sweileh North,889.77,residential,14.0,0,1,C,6,low,0,1,flat,32.031445,35.847539,217478.14,253.64,225684.37,Fair Price
Sweileh,Sweileh North,293.1,residential,16.0,0,1,C,6,low,0,1,flat,32.029548,35.856126,84777.15,281.09,82386.12,Fair Price
Dabouq,Dabouq Villas,319.27,residential,12.0,0,1,D,5,prime,0,1,moderate,31.992002,35.826627,331127.55,1243.81,397104.53,Underpriced
Shmeisani,Central Shmeisani,1262.82,residential,16.0,0,0,A,9,high,0,1,steep,31.968715,35.887049,712101.33,691.74,873535.53,Underpriced
Um Uthaina,Um Uthaina South,576.6,commercial,6.0,1,1,commercial_general,10,prime,0,1,flat,31.963597,35.875911,1074712.38,1902.74,1097117.06,Fair Price
Tabarbour,Tabarbour Main,579.24,residential,8.0,1,1,C,6,medium,0,0,flat,32.001874,35.938613,136525.33,216.61,125466.04,Fair Price
Jabal Amman,1st Circle,818.57,residential,20.0,0,1,C,6,high,0,1,moderate,31.946028,35.909215,647356.24,919.82,752941.69,Underpriced
Um Uthaina,Um Uthaina South,472.07,residential,12.0,0,0,D,5,high,0,1,moderate,31.961679,35.875353,523466.08,1116.85,527233.21,Fair Price
Marj Al Hamam,Marj Center,579.08,residential,10.0,1,1,B,8,medium,1,1,moderate,31.887032,35.786399,212351.42,347.16,201035.51,Fair Price
Tla Al Ali,Tla Al Ali West,709.22,commercial,20.0,0,1,commercial_general,10,prime,1,1,moderate,32.008752,35.863312,727631.44,944.38,669778.12,Fair Price
Sweileh,Sweileh Center,876.02,residential,10.0,0,0,C,6,medium,0,1,moderate,32.026404,35.848639,180891.73,230.3,201748.39,Underpriced
Marj Al Hamam,Marj Hills,452.11,residential,8.0,1,1,D,5,medium,0,1,flat,31.888047,35.77988,179209.88,340.05,153740.93,Overpriced
Shmeisani,Central Shmeisani,701.51,residential,16.0,1,1,A,9,high,1,1,moderate,31.963355,35.873484,576977.62,935.0,655909.41,Underpriced
Abdoun,South Abdoun,510.06,residential,16.0,0,0,B,8,prime,0,0,flat,31.942328,35.883733,718191.68,1370.38,698971.79,Fair Price
Dabouq,Airport Road West,3561.52,agricultural,8.0,1,0,agricultural,3,high,0,1,moderate,31.989003,35.832023,589731.03,188.1,669919.79,Underpriced
Deir Ghbar,Deir Ghbar Heights,622.43,residential,14.0,0,1,C,6,low,0,1,flat,31.929085,35.839679,504527.03,860.56,535640.53,Fair Price
Dabouq,Dabouq Villas,704.2,residential,10.0,0,1,B,8,high,1,1,moderate,31.993184,35.832226,892418.71,1320.0,929550.08,Fair Price
Sweileh,Sweileh Center,403.53,residential,10.0,0,0,D,5,high,0,1,moderate,32.023421,35.8621,121094.22,302.79,122183.58,Fair Price
Sahab,Sahab Industrial Edge,600.79,commercial,8.0,0,1,commercial_local,8,medium,1,0,flat,31.869723,36.005892,111299.1,221.35,132985.52,Underpriced
Marka,Marka North,1199.16,residential,14.0,0,1,B,8,low,0,1,flat,31.988435,35.943954,228362.48,222.73,267085.56,Underpriced
Deir Ghbar,Deir Ghbar South,945.5,residential,12.0,1,1,B,8,prime,1,1,steep,31.930446,35.838492,844089.15,973.56,920494.87,Fair Price
Tla Al Ali,Tla Al Ali West,773.22,residential,12.0,1,1,C,6,medium,1,1,flat,32.012374,35.876827,443595.85,572.0,442280.46,Fair Price
Um Uthaina,Um Uthaina North,800.0,agricultural,6.0,1,0,agricultural,3,high,1,1,moderate,31.97418,35.864594,162944.8,208.27,166613.69,Fair Price
Marj Al Hamam,Marj Center,677.27,residential,8.0,0,1,C,6,medium,0,1,flat,31.882598,35.800082,235726.05,312.86,211887.64,Overpriced
Deir Ghbar,Deir Ghbar Heights,703.59,residential,12.0,0,1,D,5,high,0,0,flat,31.941933,35.847212,391852.11,634.35,446327.71,Underpriced
Dabouq,Airport Road West,1149.77,commercial,14.0,0,1,commercial_local,8,high,0,1,flat,31.985632,35.821212,1629818.99,1701.49,1956326.21,Underpriced
Marj Al Hamam,Marj Hills,876.42,residential,16.0,0,1,B,8,low,1,1,moderate,31.889788,35.789105,315823.02,315.14,276191.86,Overpriced
Naour,Naour Center,662.14,residential,16.0,0,1,C,6,medium,0,1,flat,31.871714,35.772652,86164.99,147.53,97683.2,Underpriced
Deir Ghbar,Deir Ghbar Heights,649.28,residential,12.0,0,1,D,5,prime,0,0,moderate,31.935897,35.841558,470346.59,654.92,425223.2,Overpriced
Sweileh,Sweileh North,696.29,residential,14.0,0,1,D,5,prime,0,0,moderate,32.031901,35.869504,281987.69,363.24,252921.09,Overpriced
Naour,Naour Center,990.48,residential,6.0,0,1,B,8,prime,0,1,steep,31.862535,35.76586,183537.63,179.6,177894.11,Fair Price
Sahab,Sahab Industrial Edge,1144.18,residential,16.0,1,1,C,6,high,0,0,flat,31.866039,36.002286,271170.85,198.0,226546.72,Overpriced
Tabarbour,Tabarbour Main,862.38,residential,12.0,0,0,C,6,medium,1,1,moderate,31.991849,35.924886,183042.3,226.02,194914.08,Fair Price
Sweileh,Sweileh Center,518.04,residential,8.0,0,1,B,8,high,0,1,steep,32.026264,35.85969,170517.46,339.8,176029.76,Fair Price
Shmeisani,West Shmeisani,864.74,residential,30.0,0,1,C,6,high,0,0,moderate,31.961863,35.891427,659144.42,772.57,668073.14,Fair Price
Marka,Marka North,1072.87,commercial,16.0,0,1,commercial_local,8,high,0,1,flat,31.989429,35.953864,679413.99,513.38,550787.13,Overpriced
Tla Al Ali,Tla Al Ali West,577.67,residential,12.0,1,1,D,5,prime,0,0,steep,32.005409,35.866673,279024.46,504.51,291437.99,Fair Price
Khalda,Khalda Circle,466.47,residential,12.0,0,1,C,6,medium,0,1,moderate,32.027225,35.846908,319022.56,604.55,282002.44,Overpriced
Sweileh,Sweileh Center,372.65,residential,12.0,0,1,B,8,high,0,0,steep,32.034266,35.853508,137215.64,323.21,120442.93,Overpriced
Dabouq,Airport Road West,1969.32,agricultural,14.0,0,0,agricultural,3,high,0,1,moderate,32.000187,35.8405,624942.42,252.29,496846.19,Overpriced
Um Uthaina,Um Uthaina South,620.62,residential,8.0,0,1,C,6,high,0,1,flat,31.964989,35.874432,523564.8,874.39,542662.48,Fair Price
Marj Al Hamam,Marj Center,287.93,commercial,10.0,1,1,commercial_local,8,medium,0,1,flat,31.885218,35.791933,166118.88,598.0,172181.64,Fair Price
Khalda,Khalda North,1098.41,residential,12.0,1,1,B,8,high,1,1,moderate,32.029195,35.843805,543419.94,590.97,649120.19,Underpriced
Al Jubeiha,Jubeiha University Side,437.94,residential,10.0,0,1,D,5,prime,0,1,flat,32.027969,35.871288,181412.14,438.39,191989.47,Fair Price
Marj Al Hamam,Marj Center,1231.28,residential,10.0,0,1,B,8,medium,0,1,moderate,31.884078,35.793475,315500.0,248.09,305472.22,Fair Price
Abdoun,South Abdoun,1090.91,commercial,20.0,1,1,commercial_local,8,prime,0,1,flat,31.944883,35.882339,2629820.83,2530.0,2759996.6,Fair Price
Abdoun,North Abdoun,894.93,commercial,12.0,0,1,commercial_general,10,high,1,1,flat,31.94047,35.876628,1897191.69,1875.18,1678150.67,Overpriced
Jabal Amman,4th Circle,1074.33,commercial,20.0,1,1,commercial_general,10,high,1,0,moderate,31.94367,35.91778,2515179.94,2300.0,2470961.84,Fair Price
Deir Ghbar,Deir Ghbar Heights,791.67,residential,10.0,0,0,D,5,medium,0,1,flat,31.93601,35.846712,485572.05,602.15,476707.26,Fair Price
Abdoun,South Abdoun,863.19,commercial,12.0,1,1,commercial_general,10,prime,1,0,flat,31.936477,35.883628,1632498.53,2530.0,2183880.06,Underpriced
Jabal Amman,1st Circle,1169.08,commercial,12.0,0,1,commercial_local,8,high,1,0,flat,31.949096,35.90738,1798723.54,1545.7,1807042.64,Fair Price
Marka,Marka South,769.83,residential,10.0,1,1,D,5,medium,0,1,moderate,31.993594,35.953968,175748.28,210.62,162143.97,Fair Price
Naour,Naour Center,783.81,residential,8.0,0,1,B,8,medium,1,1,flat,31.865824,35.768935,143106.36,202.57,158777.91,Fair Price
Jabal Amman,4th Circle,811.2,commercial,8.0,1,0,commercial_general,10,high,0,1,flat,31.953606,35.919378,1660368.68,1614.11,1309372.12,Overpriced
Sahab,Sahab Industrial Edge,915.63,commercial,14.0,1,1,commercial_local,8,high,0,1,moderate,31.862362,35.998677,244322.69,324.22,296867.83,Underpriced
Deir Ghbar,Deir Ghbar South,1237.67,commercial,20.0,1,1,commercial_local,8,high,0,0,flat,31.932953,35.839051,1501720.15,1106.69,1369712.74,Fair Price
Khalda,Khalda North,637.14,commercial,8.0,0,1,commercial_general,10,high,0,0,flat,32.019835,35.8446,467472.24,853.5,543801.18,Underpriced
Dabouq,Airport Road West,664.87,residential,16.0,0,1,C,6,prime,0,1,moderate,31.993373,35.83688,639717.67,1144.14,760704.39,Underpriced
Shmeisani,West Shmeisani,756.41,residential,16.0,0,1,B,8,high,0,1,flat,31.966719,35.889622,513188.12,731.18,553071.87,Fair Price
Al Jubeiha,Jubeiha University Side,2141.07,agricultural,16.0,1,0,agricultural,3,medium,1,1,flat,32.030532,35.873222,401086.1,167.94,359575.44,Overpriced
Dabouq,Dabouq Villas,756.76,residential,6.0,0,1,C,6,prime,1,1,moderate,31.998195,35.834014,1048205.91,1320.0,998927.98,Fair Price
Um Uthaina,Um Uthaina North,3210.73,agricultural,10.0,1,1,agricultural,3,medium,0,0,flat,31.956828,35.883205,520503.99,172.2,552889.35,Fair Price
Al Jubeiha,Jubeiha University Side,953.1,residential,14.0,1,0,B,8,prime,0,1,moderate,32.036507,35.869017,257016.86,292.04,278340.14,Fair Price
Al Jubeiha,Jubeiha University Side,1509.99,commercial,20.0,0,1,commercial_local,8,medium,0,0,steep,32.034921,35.871572,917271.35,630.34,951803.87,Fair Price
Al Jubeiha,Jubeiha North,721.69,residential,20.0,0,1,C,6,high,1,1,flat,32.028194,35.869043,327766.41,462.0,333420.56,Fair Price
Um Uthaina,Um Uthaina North,864.07,residential,6.0,1,0,B,8,high,0,0,steep,31.967452,35.873345,487213.31,680.28,587811.02,Underpriced
Jabal Amman,4th Circle,2373.95,agricultural,14.0,0,0,agricultural,3,prime,1,0,moderate,31.954132,35.920592,598411.48,226.99,538871.29,Overpriced
Sahab,Sahab Industrial Edge,548.58,residential,12.0,1,1,D,5,high,0,1,flat,31.868975,36.008286,75995.26,140.26,76943.49,Fair Price
Marka,Marka North,661.58,residential,20.0,1,1,A,9,medium,0,0,flat,31.997899,35.949785,156875.16,231.91,153426.05,Fair Price
Sweileh,Sweileh Center,947.42,residential,6.0,0,0,B,8,prime,1,1,flat,32.023156,35.847483,290790.52,338.63,320820.62,Fair Price
Khalda,Khalda North,1086.74,commercial,30.0,1,0,commercial_general,10,prime,0,1,moderate,32.027522,35.853331,749600.43,819.47,890550.94,Underpriced
Sahab,Sahab Center,738.42,commercial,16.0,1,1,commercial_general,10,medium,0,1,flat,31.86481,35.998508,217084.56,324.2,239393.29,Fair Price
Tla Al Ali,Tla Al Ali West,839.3,residential,16.0,0,1,B,8,high,1,1,steep,32.009804,35.865005,301211.49,422.99,355011.98,Underpriced
Tabarbour,Tabarbour Main,4227.11,agricultural,12.0,0,1,agricultural,3,medium,0,1,flat,31.993122,35.933471,522974.44,111.73,472305.19,Overpriced
Naour,Naour West,840.97,residential,20.0,0,1,B,8,low,0,0,moderate,31.864945,35.761179,134171.7,150.99,126980.69,Fair Price
Dabouq,Airport Road West,2120.46,agricultural,10.0,0,0,agricultural,3,prime,0,1,moderate,31.992063,35.825867,556296.15,268.71,569782.39,Fair Price
Shmeisani,West Shmeisani,2591.78,agricultural,24.0,1,0,agricultural,3,high,0,0,flat,31.966748,35.893983,458536.5,198.0,513172.16,Underpriced
Khalda,Khalda North,595.5,residential,12.0,0,1,A,9,high,1,1,moderate,32.029792,35.857911,340067.04,502.87,299457.2,Overpriced
Al Jubeiha,Jubeiha University Side,704.69,residential,12.0,0,0,A,9,high,1,0,moderate,32.03548,35.864797,153992.7,229.49,161720.52,Fair Price
Marka,Marka North,674.63,commercial,12.0,0,1,commercial_local,8,medium,0,1,flat,31.996926,35.953663,373485.45,563.2,379952.32,Fair Price
Tabarbour,Inner Neighborhood,741.44,residential,16.0,0,1,C,6,high,0,1,steep,31.995865,35.928663,200388.22,310.16,229965.03,Underpriced
Al Jubeiha,Jubeiha University Side,387.08,residential,6.0,0,1,C,6,prime,0,0,flat,32.030574,35.877383,143356.65,346.68,134195.59,Fair Price
Al Jubeiha,Jubeiha North,825.14,residential,24.0,0,1,B,8,high,0,0,flat,32.034478,35.871801,364165.18,430.74,355418.33,Fair Price
Naour,Naour West,2845.76,agricultural,14.0,1,1,agricultural,3,medium,1,1,steep,31.86609,35.76683,307476.57,104.93,298600.57,Fair Price
Jabal Amman,4th Circle,1918.14,agricultural,12.0,0,1,agricultural,3,high,1,0,flat,31.944881,35.923005,410419.88,242.0,464189.9,Underpriced
